
0, 0, 0, 0, 0, 0, 0, 0, 1, 13277, 0, 0, 0, 2, 0, 2, 1167, 0, 2, 28159, 0, 0, 0, 713, 0, 0, 0, 0, 8133, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7484, 14, 0, 0, 288, 0, 0, 39, 2725, 0, 3, 0, 0, 0, 0, 1, 74, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 8, 0, 0, 39, 565, 0, 5, 0, 0, 32, 0, 0, 0, 123, 144, 279, 0, 289, 0, 0, 339, 20, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 166, 1, 267, 0, 0, 0, 0, 1, 433, 370, 0, 0, 0, 0, 166, 0, 52, 0, 4, 3, 0
0, 0, 5197, 0, 13516, 270, 526, 0, 0, 0, 0, 58, 5, 0, 51, 0, 327, 329, 0, 0, 0, 2222, 0, 84, 10, 2, 3, 0, 0, 1993, 0, 1, 0, 27053, 332, 0, 0, 1, 0, 0, 982, 2, 0, 0, 407, 1, 0, 0, 0, 1, 0, 253, 185, 0, 3, 951, 0, 0, 0, 185, 0, 0, 0, 0, 1, 780, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 23, 0, 0, 0, 0, 71, 0, 2, 0, 142, 0, 0, 3, 65, 0, 1, 7, 28, 2, 0, 3681, 0, 27, 502, 0, 520, 2, 0, 0, 0, 0, 3, 0, 0, 0, 3738, 0, 0, 0, 0, 4, 0, 0, 6, 15, 0, 698, 3, 254


66, 244, 1262, 16305, 742, 3186, 123, 457, 251, 2, 97, 290, 515, 310, 4, 4, 1119, 113, 31, 13, 5, 305, 0, 479, 2522, 79, 10, 1884, 217, 350, 0, 235, 0, 1, 0, 0, 87, 278, 152, 505, 1, 5, 50, 489, 259, 342, 74, 4092, 0, 4208, 41, 178, 641, 202, 254, 878, 153, 2, 213, 283, 693, 45, 20, 4, 0, 849, 561, 23, 7, 110, 184, 581, 61, 13, 0, 0, 25, 64, 72, 407, 29, 81, 0, 298, 158, 11, 337, 0, 180, 2265, 460, 93, 184, 9, 748, 111, 0, 1, 241, 740, 722, 587, 54, 1160, 1, 0, 12, 64, 27, 97, 473, 81, 53, 1, 1810, 1933, 0, 0, 2, 99, 195, 48, 1211, 58, 70, 1, 2020, 484
511, 105, 1, 1, 391, 437, 390, 991, 10, 0, 20, 1325, 313, 6, 3405, 435, 48, 553, 765, 317, 0, 77, 412, 107, 270, 805, 98, 247, 361, 72, 1147, 392, 0, 11, 81, 1044, 32, 257, 113, 56, 19, 18, 411, 0, 614, 0, 90, 1082, 72, 51, 358, 132, 197, 40, 0, 579, 799, 24, 650, 0, 585, 476, 81, 4, 699, 522, 271, 334, 4944, 1, 123, 0, 143, 523, 0, 100, 605, 309, 433, 15, 9, 11, 790, 37, 3966, 0, 340, 438, 670, 146, 221, 1326, 27, 1111, 331, 150, 525, 458, 55, 580, 1042, 105, 0, 219, 168, 2044, 6395, 603, 11, 1084, 15, 899, 46, 77, 6864, 527, 17, 165, 10, 1793, 13, 1, 449, 0, 0, 117, 634, 137
364, 2743, 36, 4, 227, 13, 280, 242, 0, 0, 31, 643, 215, 138, 1005, 30, 0, 170, 1722, 3, 10, 12, 109, 11, 272, 4, 12, 8569, 0, 668, 4326, 735, 1228, 9, 62, 286, 153, 2, 2941, 0, 136, 0, 0, 1984, 56, 0, 5, 18, 80, 14, 937, 0, 17, 8, 256, 2, 0, 218, 0, 1, 6, 958, 15, 107, 38, 7031, 12, 60, 0, 45, 5, 29, 901, 4, 37, 24, 3487, 11, 1266, 2, 0, 275, 0, 18, 144, 0, 137, 154, 216, 186, 190, 13, 2, 1009, 2, 560, 73, 66, 0, 2, 1206, 7412, 7, 3, 3, 0, 3184, 2531, 205, 267, 6, 0, 1119, 0, 0, 10, 70, 0, 135, 61, 0, 128, 35, 34, 2, 20, 0, 1006
0, 1, 0, 3, 224, 6, 5, 119, 2, 0, 0, 193, 2, 9723, 711, 124, 26, 842, 223, 92, 454, 1, 6, 80, 14, 2, 0, 130, 2, 0, 26, 2, 57, 4, 263, 0, 3, 1, 43, 0, 0, 8, 481, 10, 0, 16, 2017, 1, 238, 8, 0, 98, 3406, 574, 39, 11, 1911, 25, 3, 1, 42, 76, 71, 1, 130, 23, 143, 0, 0, 0, 59, 866, 1079, 59, 0, 8229, 0, 17, 0, 0, 35, 16, 0, 1, 0, 0, 17, 852, 7, 0, 12, 9, 10, 0, 14650, 61, 30, 28, 43, 1852, 164, 0, 1, 183, 0, 2266, 4843, 0, 226, 0, 1, 1, 53, 3532, 6, 187, 2, 1430, 3, 888, 28, 0, 15, 53, 62, 32, 2, 909
0, 0, 1, 1, 90, 5, 4, 1057, 42, 7, 6, 31, 282, 0, 12, 19, 329, 945, 11, 9, 2, 9, 0, 24, 9, 208, 3411, 86, 0, 7, 71, 0, 111, 123, 137, 142, 0, 322, 88, 4, 0, 0, 5, 0, 2, 1, 8, 7, 118, 13, 4, 0, 0, 0, 0, 19, 653, 94, 0, 1, 4, 0, 28, 0, 0, 62, 0, 0, 46, 2, 91, 0, 44129, 26, 801, 257, 4292, 2, 2, 20, 1, 111, 7, 77, 544, 3, 0, 119, 0, 14, 472, 46, 28, 21, 386, 50, 0, 329, 0, 1833, 0, 412, 60, 193, 3, 42, 0, 0, 30, 2, 38, 478, 189, 25, 925, 11, 13, 22, 73, 15, 10, 335, 149, 1, 8, 0, 22, 147
3, 23, 0, 56, 0, 0, 232, 0, 1, 1, 2, 3, 8630, 2, 2, 0, 0, 157, 131, 97, 95, 0, 124, 0, 314, 0, 0, 0, 220, 0, 7, 0, 0, 20, 135, 9, 62, 0, 31, 3092, 0, 152, 0, 1, 135, 0, 89, 0, 0, 0, 129, 0, 29646, 0, 6, 12, 49, 0, 174, 473, 3, 9, 1, 32, 0, 0, 17, 0, 1, 0, 350, 22, 2, 1, 0, 0, 10, 0, 2, 8, 8, 0, 2, 0, 215, 0, 2, 0, 3, 14, 5, 19, 0, 1, 1, 4, 18, 0, 0, 59, 1610, 13588, 6, 18, 0, 335, 9, 7, 7, 1253, 0, 885, 0, 268, 0, 0, 0, 0, 0, 387, 0, 2, 242, 1207, 12, 108, 466, 2

7, 0, 0, 0, 0, 12478, 0, 0, 0, 5, 11, 0, 12, 0, 0, 0, 1, 0, 0, 0, 7, 96, 21, 0, 1, 1, 18740, 3, 0, 0, 1, 31, 3, 3, 0, 0, 305, 2, 256, 0, 0, 0, 25, 0, 0, 0, 2, 13, 0, 451, 0, 0, 0, 0, 10, 0, 13926, 14, 0, 0, 0, 6, 28, 0, 0, 0, 0, 0, 0, 0, 264, 0, 2525, 1919, 0, 890, 50, 21, 0, 2359, 5, 0, 18, 14, 2, 70, 0, 3, 0, 0, 989, 52, 0, 0, 3, 0, 0, 0, 3, 421, 8, 2, 0, 0, 0, 9, 1, 30, 0, 263, 5, 452, 5837, 0, 1, 32, 124, 729, 8, 15, 1914, 0, 0, 5, 3, 0, 27, 4
0, 0, 0, 0, 0, 1, 0, 0, 7, 4, 77, 2, 0, 0, 0, 12, 39, 30968, 0, 3, 0, 2, 26, 0, 0, 87, 0, 1, 2, 1029, 0, 20, 0, 1, 0, 2, 0, 26, 3, 12974, 30, 0, 88, 12, 4, 0, 30, 2039, 0, 0, 0, 1406, 0, 814, 2559, 649, 0, 0, 0, 0, 0, 8, 0, 484, 2, 0, 1, 9, 0, 0, 286, 0, 0, 0, 0, 33, 0, 4, 334, 0, 0, 0, 0, 2, 1202, 0, 0, 0, 0, 3, 7, 0, 7, 79, 28, 0, 0, 5, 10, 1, 0, 0, 56, 0, 0, 0, 34, 1, 0, 59, 0, 0, 0, 0, 0, 154, 0, 3, 0, 0, 0, 726, 307, 190, 0, 0, 8584, 0
9289, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 21, 0, 8, 181, 0, 2, 0, 0, 0, 0, 0, 0, 0, 75, 25, 0, 9, 0, 0, 10, 5, 0, 113, 0, 0, 0, 0, 0, 1, 2645, 3826, 0, 0, 0, 5, 0, 4, 0, 5, 311, 63, 0, 0, 1, 48, 3, 10, 45, 7436, 4, 0, 0, 0, 912, 0, 2209, 0, 0, 5, 165, 0, 0, 1094, 24, 0, 0, 0, 16636, 0, 0, 0, 16, 0, 0, 1, 256, 54, 0, 493, 11, 28, 0, 9, 0, 0, 167, 68, 0, 0, 531, 7, 0, 0, 14, 0, 405, 0, 144, 0, 0, 33, 194, 0, 0, 0, 206, 22, 0, 1, 3, 0, 641, 16976, 0, 1, 51
0, 11, 0, 9, 10, 0, 0, 11748, 205, 0, 1385, 2024, 0, 0, 2588, 0, 0, 0, 0, 0, 0, 36, 0, 46, 16, 0, 0, 0, 3, 7, 0, 0, 21, 37, 0, 1, 39, 0, 500, 0, 0, 1, 0, 12, 181, 15681, 0, 0, 11, 29, 6, 4, 8, 0, 7196, 0, 0, 0, 0, 1, 0, 126, 2278, 0, 1, 1337, 0, 0, 3, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 211, 1, 0, 11, 44, 0, 0, 1, 107, 0, 1, 5, 0, 36, 4, 0, 0, 2, 0, 0, 15, 1, 0, 0, 7, 0, 0, 0, 11, 1633, 0, 34, 0, 52, 40, 0, 16516, 0, 161, 4, 313, 0, 1, 489, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 10652, 0, 4, 0, 4, 0, 0, 936, 5, 12, 28264, 0, 0, 0, 614, 0, 0, 0, 0, 7939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9505, 8, 0, 0, 444, 17, 0, 70, 3156, 0, 19, 0, 0, 12, 0, 11, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 20, 0, 24, 0, 0, 29, 483, 0, 7, 0, 0, 31, 0, 0, 0, 74, 114, 504, 0, 484, 0, 3, 298, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 399, 0, 0, 0, 0, 0, 467, 242, 0, 0, 0, 0, 269, 0, 56, 1, 0, 0, 7
